"","subject","ordinal.item.number","type","question","answer","rt","sentence","item.id","Test","N1","Category"
"5904","1479067270",87,"ItemShapeModifier76","NULL",4,527,"She found a wide group of llamas in the valley.",76,"Shape Modifier","group","Collections"
"5905","1479067270",92,"ItemAbstractNoun81","NULL",4,89,"She defined a pile of concepts.",81,"Abstract Noun","pile","Collection"
"5906","1479067270",56,"ItemConfigurationParticiples45","NULL",4,15,"She offered a dish sprinkled of strawberries to her friend. ",45,"Configuration Participles","dish","Full Containment"
"5907","1479067270",22,"ItemPronominalagreementsingular11","NULL",4,107,"We found a stack of sandwiches and we packed it.",11,"Pronominal agreement singular","stack","Collections"
"5908","1479067270",74,"ItemBreakableness63","NULL",4,426,"A stack of sandwiches broke.",63,"Breakableness","stack","Collections"
"5909","1479067270",76,"ItemOverflowing65","NULL",4,71,"We added so many strawberries that the dish of strawberries overflowed.",65,"Overflowing","dish","Full Containment"
"5910","1479067270",126,"Filler125","NULL",4,516,"After jumping over the log%2C he fell a mossy rock.",125,"Filler","Filler",NA
"5911","1479067270",49,"ItemPronominalagreementplural38","NULL",4,552,"We found many clocks and we photographed them.",38,"Pronominal agreement plural","none","Quantifiers"
"5912","1479067270",116,"Filler115","NULL",4,558,"We built so many houses that the neighborhood.",115,"Filler","Filler",NA
"5913","1479067270",41,"ItemPronominalagreementplural30","NULL",4,60,"We found a heap of blankets and we washed them.",30,"Pronominal agreement plural","pile","Collections"
"5914","1479067270",61,"ItemConfigurationAdjectives50","NULL",4,549,"I noticed a pot full with flowers in the store. ",50,"Configuration Adjectives","pot","Arbitrary Containments"
"5915","1479067270",40,"ItemPronominalagreementplural29","NULL",4,601,"We found a pile of shirts and we took them.",29,"Pronominal agreement plural","heap","Collections"
"5916","1479067270",101,"Filler100","NULL",4,124,"They watched of the fireworks.",100,"Filler","Filler",NA
"5917","1479067270",16,"ItemPronominalagreementsingular5","NULL",4,360,"We found a dish of strawberries and we took it.",5,"Pronominal agreement singular","dish","Full Containment"
"5918","1479067270",102,"Filler101","NULL",1,3041,"He gave through on us.",101,"Filler","Filler",NA
"5919","1479067270",88,"ItemShapeModifier77","NULL",5,1444,"She moved a tall bunch of shirts into the garage.",77,"Shape Modifier","lot","Measure Phrase"
"5920","1479067270",98,"ItemAbstractNoun87","NULL",7,5522,"She offered a handful of ideas.",87,"Abstract Noun","couple","Measure Phrase"
"5921","1479067270",54,"ItemConfigurationParticiples43","NULL",7,11406,"We walked by a case decorated with silk handkerchiefs.",43,"Configuration Participles","case","Arbitrary Containments"
"5922","1479067270",47,"ItemPronominalagreementplural36","NULL",3,6070,"We found a ton of cookbooks and we read them.",36,"Pronominal agreement plural","handful","Measure Phrases"
"5923","1479067270",73,"ItemBreakableness62","NULL",4,162,"A heap of blankets broke.",62,"Breakableness","heap","Collections"
"5924","1479067270",78,"ItemOverflowing67","NULL",4,526,"We added so many silk handkerchiefs that the case of silk handkerchiefs overflowed.",67,"Overflowing","case","Full Containment"
"5925","1479067270",127,"Filler126","NULL",4,37,"While cooking dinner%2C we cried the onion.",126,"Filler","Filler",NA
"5926","1479067270",12,"ItemPronominalagreementsingular1","NULL",4,80,"We found a dish with strawberries and we took it.",1,"Pronominal agreement singular","dish","Arbitary Containment"
"5927","1479067270",100,"Filler99","NULL",4,40,"She refused of the cake.",99,"Filler","Filler",NA
"5928","1479067270",20,"ItemPronominalagreementsingular9","NULL",4,10,"We found a pile of shirts and we sorted it.",9,"Pronominal agreement singular","heap","Collections"
"5929","1479067270",107,"Filler106","NULL",4,135,"They received a package from.",106,"Filler","Filler",NA
"5930","1479067270",58,"ItemConfigurationParticiples47","NULL",4,87,"We walked by a case decorated of silk handkerchiefs. ",47,"Configuration Participles","case","Full Containment"
"5931","1479067270",18,"ItemPronominalagreementsingular7","NULL",4,16,"We found a case of silk handkerchiefs and we cleaned it.",7,"Pronominal agreement singular","case","Full Containment"
"5932","1479067270",109,"Filler108","NULL",4,121,"They rented bicycles nearly the sea.",108,"Filler","Filler",NA
"5933","1479067270",30,"ItemPronominalagreementsingular19","NULL",4,295,"We found more chips and we brought it.",19,"Pronominal agreement singular","none","Quantifiers"
"5934","1479067270",131,"Filler130","NULL",4,1914,"We finally felt that we belonged the community.",130,"Filler","Filler",NA
"5935","1479067270",90,"ItemShapeModifier79","NULL",4,200,"She placed a short handful of sandwiches on the table.",79,"Shape Modifier","couple","Measure Phrases"
"5936","1479067270",93,"ItemAbstractNoun82","NULL",4,380,"She expressed a heap of thoughts.",82,"Abstract Noun","heap","Collection"
"5937","1479067270",52,"ItemConfigurationParticiples41","NULL",4,426,"She offered a dish sprinkled with strawberries to her friend.",41,"Configuration Participles","dish","Arbitrary Containments"
"5938","1479067270",24,"ItemPronominalagreementsingular13","NULL",4,495,"We found a bunch of newspapers and we took it.",13,"Pronominal agreement singular","lot","Measure Phrases"
"5939","1479067270",75,"ItemBreakableness64","NULL",4,264,"A group of llamas broke.",64,"Breakableness","group","Collections"
"5940","1479067270",81,"ItemOverflowing70","NULL",4,1044,"We added so many blankets that the heap of blankets overflowed.",70,"Overflowing","heap","Collections"
"5941","1479068348",3,"Acclimatization-9","NULL",1,11726,"Many people is in the kitchen.",-9,"Acclimatization",NA,NA
"5942","1479068348",4,"Acclimatization-8","NULL",1,1825,"We selected a variety of fruits and we bought them.",-8,"Acclimatization",NA,NA
"5943","1479068348",5,"Acclimatization-7","NULL",4,750,"We saw a flower and we noticed it.",-7,"Acclimatization",NA,NA
"5944","1479068348",6,"Acclimatization-6","NULL",4,216,"They found a box filled of toys in the closet.",-6,"Acclimatization",NA,NA
"5945","1479068348",7,"Acclimatization-5","NULL",4,91,"She met a wide troop of boyscouts at the airport.",-5,"Acclimatization",NA,NA
"5946","1479068348",8,"Acclimatization-4","NULL",4,69,"The mound of clothes cracked.",-4,"Acclimatization",NA,NA
"5947","1479068348",9,"Acclimatization-3","NULL",4,124,"I brought a crate stuffed with decisions to the party.",-3,"Acclimatization",NA,NA
"5948","1479068348",10,"Acclimatization-2","NULL",5,677,"A tub full with lobsters is on the patio.",-2,"Acclimatization",NA,NA
"5949","1479068348",11,"Acclimatization-1","NULL",6,1062,"We added so many marbles that the bucket of marbles overflowed.",-1,"Acclimatization",NA,NA
"5950","1479068348",17,"ItemPronominalagreementsingular6","NULL",5,590,"We found a pot of flowers and we admired it.",6,"Pronominal agreement singular","pot","Full Containment"
"5951","1479068348",31,"ItemPronominalagreementsingular20","NULL",4,504,"We found some paintings and we purchased it.",20,"Pronominal agreement singular","none","Quantifiers"
"5952","1479068348",102,"Filler101","NULL",2,238,"He gave through on us.",101,"Filler","Filler",NA
"5953","1479068348",67,"ItemConfigurationAdjectives56","NULL",5,158,"A child held a bucket full of sponges on the beach.",56,"Configuration Adjectives","pail","Full Containment"
"5954","1479068348",39,"ItemPronominalagreementplural28","NULL",3,1076,"We found a bucket of sponges and we grabbed them.",28,"Pronominal agreement plural","pail","Full Containment"
"5955","1479068348",111,"Filler110","NULL",4,205,"He played a slowly song.",110,"Filler","Filler",NA
"5956","1479068348",23,"ItemPronominalagreementsingular12","NULL",6,954,"We found a group of llamas and we photographed it.",12,"Pronominal agreement singular","group","Collections"
"5957","1479068348",119,"Filler118","NULL",5,894,"A spoonful of tapioca the medicine.",118,"Filler","Filler",NA
"5958","1479068348",81,"ItemOverflowing70","NULL",2,759,"We added so many blankets that the heap of blankets overflowed.",70,"Overflowing","heap","Collections"
"5959","1479068348",61,"ItemConfigurationAdjectives50","NULL",3,456,"I noticed a pot full with flowers in the store. ",50,"Configuration Adjectives","pot","Arbitrary Containments"
"5960","1479068348",30,"ItemPronominalagreementsingular19","NULL",4,422,"We found more chips and we brought it.",19,"Pronominal agreement singular","none","Quantifiers"
"5961","1479068348",124,"Filler123","NULL",5,687,"She chose to buy among a new toaster.",123,"Filler","Filler",NA
"5962","1479068348",69,"ItemBreakableness58","NULL",2,852,"A pot of flowers broke.",58,"Breakableness","pot","Full Containment"
"5963","1479068348",87,"ItemShapeModifier76","NULL",3,459,"She found a wide group of llamas in the valley.",76,"Shape Modifier","group","Collections"
"5964","1479068348",96,"ItemAbstractNoun85","NULL",4,548,"She defined a bunch of concepts.",85,"Abstract Noun","lot","Measure Phrase"
"5965","1479068348",18,"ItemPronominalagreementsingular7","NULL",5,769,"We found a case of silk handkerchiefs and we cleaned it.",7,"Pronominal agreement singular","case","Full Containment"
"5966","1479068348",106,"Filler105","NULL",6,697,"We sent a package to.",105,"Filler","Filler",NA
"5967","1479068348",48,"ItemPronominalagreementplural37","NULL",7,714,"We found several pies and we brought them.",37,"Pronominal agreement plural","none","Quantifiers"
"5968","1479068348",121,"Filler120","NULL",4,745,"A rack of newspapers the bookstore.",120,"Filler","Filler",NA
"5969","1479068348",64,"ItemConfigurationAdjectives53","NULL",3,679,"She offered a dish full of strawberries to her friend. ",53,"Configuration Adjectives","dish","Full Containment"
"5970","1479068348",28,"ItemPronominalagreementsingular17","NULL",5,699,"We found several pies and we brought it.",17,"Pronominal agreement singular","none","Quantifiers"
"5971","1479068348",131,"Filler130","NULL",4,1003,"We finally felt that we belonged the community.",130,"Filler","Filler",NA
"5972","1479068348",40,"ItemPronominalagreementplural29","NULL",3,1008,"We found a pile of shirts and we took them.",29,"Pronominal agreement plural","heap","Collections"
"5973","1479068348",38,"ItemPronominalagreementplural27","NULL",5,693,"We found a case of silk handkerchiefs and we cleaned them.",27,"Pronominal agreement plural","case","Full Containment"
"5974","1479068348",105,"Filler104","NULL",4,430,"She built a house for.",104,"Filler","Filler",NA
"5975","1479068348",79,"ItemOverflowing68","NULL",2,146,"We added so many sponges that the bucket of sponges overflowed.",68,"Overflowing","pail","Full Containment"
"5976","1479068348",66,"ItemConfigurationAdjectives55","NULL",5,456,"We walked by a case full of silk handkerchiefs.",55,"Configuration Adjectives","case","Full Containment"
"5977","1479068348",45,"ItemPronominalagreementplural34","NULL",4,280,"We found a lot of bags and we stored them.",34,"Pronominal agreement plural","number","Measure Phrases"
"5978","1479068348",101,"Filler100","NULL",4,2831,"They watched of the fireworks.",100,"Filler","Filler",NA
"5979","1479068348",72,"ItemBreakableness61","NULL",5,317,"A pile of shirts broke.",61,"Breakableness","pile","Collections"
"5980","1479068348",89,"ItemShapeModifier78","NULL",2,1587,"She made a circular lot of blankets on the floor.",78,"Shape Modifier","number","Measure Phrases"
"5981","1479068348",93,"ItemAbstractNoun82","NULL",3,756,"She expressed a heap of thoughts.",82,"Abstract Noun","heap","Collection"
"5982","1479068348",29,"ItemPronominalagreementsingular18","NULL",4,610,"We found many clocks and we watched it.",18,"Pronominal agreement singular","none","Quantifiers"
"5983","1479068348",118,"Filler117","NULL",7,736,"A basket of ornaments the tree.",117,"Filler","Filler",NA
"5984","1479068348",63,"ItemConfigurationAdjectives52","NULL",6,357,"A child held a bucket full with sponges on the beach. ",52,"Configuration Adjectives","pail","Arbitrary Containments"
"5985","1479068348",34,"ItemPronominalagreementplural23","NULL",5,71,"We found a case with silk handkerchiefs and we cleaned them.",23,"Pronominal agreement plural","case","Arbitary Containment"
"5986","1479068348",114,"Filler113","NULL",4,869,"She voted the candidate.",113,"Filler","Filler",NA
"5987","1479068348",46,"ItemPronominalagreementplural35","NULL",3,1752,"We found a handful of notepads and we took them.",35,"Pronominal agreement plural","couple","Measure Phrases"
"5988","1479068348",107,"Filler106","NULL",4,165,"They received a package from.",106,"Filler","Filler",NA
"5989","1479068348",80,"ItemOverflowing69","NULL",2,1426,"We added so many shirts that the pile of shirts overflowed.",69,"Overflowing","pile","Collections"
"5990","1479068348",52,"ItemConfigurationParticiples41","NULL",3,137,"She offered a dish sprinkled with strawberries to her friend.",41,"Configuration Participles","dish","Arbitrary Containments"
"5991","1479068348",42,"ItemPronominalagreementplural31","NULL",4,110,"We found a stack of sandwiches and we brought them.",31,"Pronominal agreement plural","stack","Collections"
"5992","1479068348",100,"Filler99","NULL",5,170,"She refused of the cake.",99,"Filler","Filler",NA
"5993","1479068348",74,"ItemBreakableness63","NULL",5,860,"A stack of sandwiches broke.",63,"Breakableness","stack","Collections"
"5994","1479068348",91,"ItemShapeModifier80","NULL",6,730,"She found a wide ton of llamas in the valley.",80,"Shape Modifier","handful","Measure Phrases"
"5995","1479068348",92,"ItemAbstractNoun81","NULL",6,2468,"She defined a pile of concepts.",81,"Abstract Noun","pile","Collection"
"5996","1479068348",24,"ItemPronominalagreementsingular13","NULL",7,411,"We found a bunch of newspapers and we took it.",13,"Pronominal agreement singular","lot","Measure Phrases"
"5997","1479068348",117,"Filler116","NULL",2,1482,"They fined so many pedestrians that the city.",116,"Filler","Filler",NA
"5998","1479068348",14,"ItemPronominalagreementsingular3","NULL",2,4240,"We found a case with silk handkerchiefs and we cleaned it.",3,"Pronominal agreement singular","case","Arbitary Containment"
"5999","1479068348",58,"ItemConfigurationParticiples47","NULL",4,2852,"We walked by a case decorated of silk handkerchiefs. ",47,"Configuration Participles","case","Full Containment"
"6000","1479068348",36,"ItemPronominalagreementplural25","NULL",4,608,"We found a dish of strawberries and we took them.",25,"Pronominal agreement plural","dish","Full Containment"
"6001","1479068348",109,"Filler108","NULL",4,562,"They rented bicycles nearly the sea.",108,"Filler","Filler",NA
"6002","1479068348",25,"ItemPronominalagreementsingular14","NULL",4,446,"We found a lot of bags and we stored it.",14,"Pronominal agreement singular","number","Measure Phrases"
"6003","1479068348",134,"Filler133","NULL",4,1004,"They would not exist the new law after the referendum",133,"Filler","Filler",NA
"6004","1479068348",82,"ItemOverflowing71","NULL",4,462,"We added so many sandwiches that the stack of sandwiches overflowed.",71,"Overflowing","stack","Collections"
"6005","1479068348",54,"ItemConfigurationParticiples43","NULL",4,518,"We walked by a case decorated with silk handkerchiefs.",43,"Configuration Participles","case","Arbitrary Containments"
"6006","1479068348",16,"ItemPronominalagreementsingular5","NULL",4,451,"We found a dish of strawberries and we took it.",5,"Pronominal agreement singular","dish","Full Containment"
"6007","1479068348",108,"Filler107","NULL",4,282,"We drove past a tractor nearly the farm.",107,"Filler","Filler",NA
"6008","1479068348",68,"ItemBreakableness57","NULL",4,213,"A dish of strawberries broke.",57,"Breakableness","dish","Full Containment"
"6009","1479068348",85,"ItemShapeModifier74","NULL",4,164,"She made a circular heap of blankets on the floor.",74,"Shape Modifier","heap","Collections"
"6010","1479068348",99,"ItemAbstractNoun88","NULL",4,195,"She made a ton of suggestions. ",88,"Abstract Noun","handful","Measure Phrase"
"6011","1479068348",49,"ItemPronominalagreementplural38","NULL",4,330,"We found many clocks and we photographed them.",38,"Pronominal agreement plural","none","Quantifiers"
"6012","1479068348",112,"Filler111","NULL",4,80,"We insisted a toast.",111,"Filler","Filler",NA
"6013","1479068348",19,"ItemPronominalagreementsingular8","NULL",4,519,"We found a bucket of sponges and we grabbed it.",8,"Pronominal agreement singular","pail","Full Containment"
"6014","1479068348",103,"Filler102","NULL",4,283,"They gave beside to us.",102,"Filler","Filler",NA
"6015","1479068348",60,"ItemConfigurationAdjectives49","NULL",4,714,"She offered a dish full with strawberries to her friend. ",49,"Configuration Adjectives","dish","Arbitrary Containments"
"6016","1479068348",27,"ItemPronominalagreementsingular16","NULL",4,220,"We found a ton of cookbooks and we read it.",16,"Pronominal agreement singular","handful","Measure Phrases"
"6017","1479068348",113,"Filler112","NULL",4,164,"He looked an article.",112,"Filler","Filler",NA
"6018","1479068348",12,"ItemPronominalagreementsingular1","NULL",4,192,"We found a dish with strawberries and we took it.",1,"Pronominal agreement singular","dish","Arbitary Containment"
"6019","1479068348",110,"Filler109","NULL",4,188,"She made a loudly statement.",109,"Filler","Filler",NA
"6020","1479068348",76,"ItemOverflowing65","NULL",4,135,"We added so many strawberries that the dish of strawberries overflowed.",65,"Overflowing","dish","Full Containment"
"6021","1479068348",62,"ItemConfigurationAdjectives51","NULL",4,170,"We walked by a case full with silk handkerchiefs.",51,"Configuration Adjectives","case","Arbitrary Containments"
"6022","1479068348",15,"ItemPronominalagreementsingular4","NULL",4,260,"We found a bucket with sponges and we grabbed it.",4,"Pronominal agreement singular","pail","Arbitary Containment"
"6023","1479068348",75,"ItemBreakableness64","NULL",4,103,"A group of llamas broke.",64,"Breakableness","group","Collections"
"6024","1479068348",86,"ItemShapeModifier75","NULL",4,115,"She placed a short stack of sandwiches on the table.",75,"Shape Modifier","stack","Collections"
"6025","1479068348",97,"ItemAbstractNoun86","NULL",4,157,"She expressed a lot of thoughts.",86,"Abstract Noun","number","Measure Phrase"
"6026","1479068348",41,"ItemPronominalagreementplural30","NULL",4,142,"We found a heap of blankets and we washed them.",30,"Pronominal agreement plural","pile","Collections"
"6027","1479068348",122,"Filler121","NULL",4,165,"We decided to see to a movie.",121,"Filler","Filler",NA
"6028","1479068348",43,"ItemPronominalagreementplural32","NULL",4,154,"We found a group of llamas and we photographed them.",32,"Pronominal agreement plural","group","Collections"
"6029","1479068348",133,"Filler132","NULL",4,243,"He looked like a fool when he responded the question.",132,"Filler","Filler",NA
"6030","1479068348",56,"ItemConfigurationParticiples45","NULL",4,289,"She offered a dish sprinkled of strawberries to her friend. ",45,"Configuration Participles","dish","Full Containment"
"6031","1479068348",20,"ItemPronominalagreementsingular9","NULL",4,91,"We found a pile of shirts and we sorted it.",9,"Pronominal agreement singular","heap","Collections"
"6032","1479068348",123,"Filler122","NULL",4,189,"He resolved to give smoking.",122,"Filler","Filler",NA
"6033","1479068348",47,"ItemPronominalagreementplural36","NULL",4,189,"We found a ton of cookbooks and we read them.",36,"Pronominal agreement plural","handful","Measure Phrases"
"6034","1479068348",115,"Filler114","NULL",4,93,"They stumbled a gold mine.",114,"Filler","Filler",NA
"6035","1479068348",78,"ItemOverflowing67","NULL",4,166,"We added so many silk handkerchiefs that the case of silk handkerchiefs overflowed.",67,"Overflowing","case","Full Containment"
"6036","1479068348",57,"ItemConfigurationParticiples46","NULL",4,244,"I noticed a pot adorned of flowers in the store. ",46,"Configuration Participles","pot","Full Containment"
"6037","1479068348",37,"ItemPronominalagreementplural26","NULL",4,188,"We found a pot of flowers and we photographed them.",26,"Pronominal agreement plural","pot","Full Containment"
"6038","1479068348",127,"Filler126","NULL",4,91,"While cooking dinner%2C we cried the onion.",126,"Filler","Filler",NA
"6039","1479068348",71,"ItemBreakableness60","NULL",4,195,"A bucket of sponges broke.",60,"Breakableness","pail","Full Containment"
"6040","1479068348",88,"ItemShapeModifier77","NULL",4,213,"She moved a tall bunch of shirts into the garage.",77,"Shape Modifier","lot","Measure Phrase"
"6041","1479068348",98,"ItemAbstractNoun87","NULL",4,116,"She offered a handful of ideas.",87,"Abstract Noun","couple","Measure Phrase"
"6042","1479068348",44,"ItemPronominalagreementplural33","NULL",4,274,"We found a bunch of newspapers and we took them.",33,"Pronominal agreement plural","lot","Measure Phrases"
"6043","1479068348",125,"Filler124","NULL",4,78,"They planned to take the trash from.",124,"Filler","Filler",NA
"6044","1479068348",33,"ItemPronominalagreementplural22","NULL",4,199,"We found a pot with flowers and we photographed them.",22,"Pronominal agreement plural","pot","Arbitary Containment"
"6045","1479068348",128,"Filler127","NULL",4,173,"At the beginning of her speech%2C she laughed a joke.",127,"Filler","Filler",NA
"6046","1479068348",65,"ItemConfigurationAdjectives54","NULL",4,164,"I noticed a pot full of flowers in the store. ",54,"Configuration Adjectives","pot","Full Containment"
"6047","1479068348",50,"ItemPronominalagreementplural39","NULL",4,239,"We found more chips and we brought them.",39,"Pronominal agreement plural","none","Quantifiers"
"6048","1479068348",21,"ItemPronominalagreementsingular10","NULL",4,204,"We found a heap of blankets and we washed it.",10,"Pronominal agreement singular","pile","Collections"
"6049","1479068348",116,"Filler115","NULL",4,52,"We built so many houses that the neighborhood.",115,"Filler","Filler",NA
"6050","1479068348",83,"ItemOverflowing72","NULL",4,2552,"We added so many llamas that the group of llamas overflowed.",72,"Overflowing","group","Collections"
"6051","1479068348",53,"ItemConfigurationParticiples42","NULL",4,140,"I noticed a pot adorned with flowers in the store.",42,"Configuration Participles","pot","Arbitrary Containments"
"6052","1479068348",51,"ItemPronominalagreementplural40","NULL",4,99,"We found some paintings and we purchased them.",40,"Pronominal agreement plural","none","Quantifiers"
"6053","1479068348",130,"Filler129","NULL",4,205,"As a surprise%2C he appeared a bouquet of flowers.",129,"Filler","Filler",NA
"6054","1479068348",70,"ItemBreakableness59","NULL",4,109,"A case of silk handkerchiefs broke.",59,"Breakableness","case","Full Containment"
"6055","1479068348",90,"ItemShapeModifier79","NULL",4,170,"She placed a short handful of sandwiches on the table.",79,"Shape Modifier","couple","Measure Phrases"
"6056","1479068348",94,"ItemAbstractNoun83","NULL",4,282,"She offered a stack of ideas.",83,"Abstract Noun","stack","Collection"
"6057","1479068348",32,"ItemPronominalagreementplural21","NULL",4,270,"We found a dish with strawberries and we took them.",21,"Pronominal agreement plural","dish","Arbitary Containment"
"6058","1479068348",104,"Filler103","NULL",4,219,"We wrote a check under.",103,"Filler","Filler",NA
"6059","1479068348",35,"ItemPronominalagreementplural24","NULL",4,62,"We found a bucket with sponges and we grabbed them.",24,"Pronominal agreement plural","pail","Arbitary Containment"
"6060","1479068348",129,"Filler128","NULL",4,143,"During the party%2C the magician disappeared a rubber ball.",128,"Filler","Filler",NA
"6061","1479068348",55,"ItemConfigurationParticiples44","NULL",4,147,"A child held a bucket filled with sponges on the beach.",44,"Configuration Participles","pail","Arbitrary Containments"
"6062","1479068348",13,"ItemPronominalagreementsingular2","NULL",4,247,"We found a pot with flowers and we admired it.",2,"Pronominal agreement singular","pot","Arbitary Containment"
"6063","1479068348",120,"Filler119","NULL",4,255,"A dash of salt the soup.",119,"Filler","Filler",NA
"6064","1479068348",26,"ItemPronominalagreementsingular15","NULL",4,259,"We found a handful of notepads and we moved it.",15,"Pronominal agreement singular","couple","Measure Phrases"
"6065","1479068348",126,"Filler125","NULL",4,140,"After jumping over the log%2C he fell a mossy rock.",125,"Filler","Filler",NA
"6066","1479068348",77,"ItemOverflowing66","NULL",4,120,"We added so many flowers that the pot of flowers overflowed.",66,"Overflowing","pot","Full Containment"
"6067","1479068348",59,"ItemConfigurationParticiples48","NULL",4,155,"A child held a bucket filled of sponges on the beach. ",48,"Configuration Participles","pail","Full Containment"
"6068","1479068348",22,"ItemPronominalagreementsingular11","NULL",4,234,"We found a stack of sandwiches and we packed it.",11,"Pronominal agreement singular","stack","Collections"
"6069","1479068348",132,"Filler131","NULL",4,3140,"In the spring%2C she emerged brightly colored rain boots.",131,"Filler","Filler",NA
"6070","1479068348",73,"ItemBreakableness62","NULL",4,264,"A heap of blankets broke.",62,"Breakableness","heap","Collections"
"6071","1479068348",84,"ItemShapeModifier73","NULL",4,253,"She moved a tall pile of shirts into the garage.",73,"Shape Modifier","pile","Collection"
"6072","1479068348",95,"ItemAbstractNoun84","NULL",4,174,"She made a group of suggestions.",84,"Abstract Noun","group","Collection"
"6073","1479068755",3,"Acclimatization-9","NULL",1,6099,"Many people is in the kitchen.",-9,"Acclimatization",NA,NA
"6074","1479068755",4,"Acclimatization-8","NULL",7,6654,"We selected a variety of fruits and we bought them.",-8,"Acclimatization",NA,NA
"6075","1479068755",5,"Acclimatization-7","NULL",4,5104,"We saw a flower and we noticed it.",-7,"Acclimatization",NA,NA
"6076","1479068755",6,"Acclimatization-6","NULL",7,3704,"They found a box filled of toys in the closet.",-6,"Acclimatization",NA,NA
"6077","1479068755",7,"Acclimatization-5","NULL",6,6117,"She met a wide troop of boyscouts at the airport.",-5,"Acclimatization",NA,NA
"6078","1479068755",8,"Acclimatization-4","NULL",1,5104,"The mound of clothes cracked.",-4,"Acclimatization",NA,NA
"6079","1479068755",9,"Acclimatization-3","NULL",1,4188,"I brought a crate stuffed with decisions to the party.",-3,"Acclimatization",NA,NA
"6080","1479068755",10,"Acclimatization-2","NULL",1,5698,"A tub full with lobsters is on the patio.",-2,"Acclimatization",NA,NA
"6081","1479068755",11,"Acclimatization-1","NULL",1,5483,"We added so many marbles that the bucket of marbles overflowed.",-1,"Acclimatization",NA,NA
"6082","1479068755",17,"ItemPronominalagreementsingular6","NULL",5,4354,"We found a pot of flowers and we admired it.",6,"Pronominal agreement singular","pot","Full Containment"
"6083","1479068755",16,"ItemPronominalagreementsingular5","NULL",7,6167,"We found a dish of strawberries and we took it.",5,"Pronominal agreement singular","dish","Full Containment"
"6084","1479068755",105,"Filler104","NULL",1,2488,"She built a house for.",104,"Filler","Filler",NA
"6085","1479068755",39,"ItemPronominalagreementplural28","NULL",6,4269,"We found a bucket of sponges and we grabbed them.",28,"Pronominal agreement plural","pail","Full Containment"
"6086","1479068755",111,"Filler110","NULL",1,2638,"He played a slowly song.",110,"Filler","Filler",NA
"6087","1479068755",57,"ItemConfigurationParticiples46","NULL",1,3359,"I noticed a pot adorned of flowers in the store. ",46,"Configuration Participles","pot","Full Containment"
"6088","1479068755",14,"ItemPronominalagreementsingular3","NULL",1,3375,"We found a case with silk handkerchiefs and we cleaned it.",3,"Pronominal agreement singular","case","Arbitary Containment"
"6089","1479068755",107,"Filler106","NULL",1,1524,"They received a package from.",106,"Filler","Filler",NA
"6090","1479068755",72,"ItemBreakableness61","NULL",1,2186,"A pile of shirts broke.",61,"Breakableness","pile","Collections"
"6091","1479068755",26,"ItemPronominalagreementsingular15","NULL",1,4125,"We found a handful of notepads and we moved it.",15,"Pronominal agreement singular","couple","Measure Phrases"
"6092","1479068755",89,"ItemShapeModifier78","NULL",1,3754,"She made a circular lot of blankets on the floor.",78,"Shape Modifier","number","Measure Phrases"
"6093","1479068755",99,"ItemAbstractNoun88","NULL",7,2922,"She made a ton of suggestions. ",88,"Abstract Noun","handful","Measure Phrase"
"6094","1479068755",128,"Filler127","NULL",1,2740,"At the beginning of her speech%2C she laughed a joke.",127,"Filler","Filler",NA
"6095","1479068755",83,"ItemOverflowing72","NULL",1,3454,"We added so many llamas that the group of llamas overflowed.",72,"Overflowing","group","Collections"
"6096","1479068755",53,"ItemConfigurationParticiples42","NULL",1,2651,"I noticed a pot adorned with flowers in the store.",42,"Configuration Participles","pot","Arbitrary Containments"
"6097","1479068755",20,"ItemPronominalagreementsingular9","NULL",1,4984,"We found a pile of shirts and we sorted it.",9,"Pronominal agreement singular","heap","Collections"
"6098","1479068755",114,"Filler113","NULL",1,3998,"She voted the candidate.",113,"Filler","Filler",NA
"6099","1479068755",44,"ItemPronominalagreementplural33","NULL",6,5957,"We found a bunch of newspapers and we took them.",33,"Pronominal agreement plural","lot","Measure Phrases"
"6100","1479068755",113,"Filler112","NULL",1,3650,"He looked an article.",112,"Filler","Filler",NA
"6101","1479068755",45,"ItemPronominalagreementplural34","NULL",7,4842,"We found a lot of bags and we stored them.",34,"Pronominal agreement plural","number","Measure Phrases"
"6102","1479068755",124,"Filler123","NULL",1,13155,"She chose to buy among a new toaster.",123,"Filler","Filler",NA
"6103","1479068755",64,"ItemConfigurationAdjectives53","NULL",7,3452,"She offered a dish full of strawberries to her friend. ",53,"Configuration Adjectives","dish","Full Containment"
"6104","1479068755",22,"ItemPronominalagreementsingular11","NULL",1,2748,"We found a stack of sandwiches and we packed it.",11,"Pronominal agreement singular","stack","Collections"
"6105","1479068755",21,"ItemPronominalagreementsingular10","NULL",1,2317,"We found a heap of blankets and we washed it.",10,"Pronominal agreement singular","pile","Collections"
"6106","1479068755",100,"Filler99","NULL",1,1754,"She refused of the cake.",99,"Filler","Filler",NA
"6107","1479068755",71,"ItemBreakableness60","NULL",1,2923,"A bucket of sponges broke.",60,"Breakableness","pail","Full Containment"
"6108","1479068755",43,"ItemPronominalagreementplural32","NULL",7,3868,"We found a group of llamas and we photographed them.",32,"Pronominal agreement plural","group","Collections"
"6109","1479068755",88,"ItemShapeModifier77","NULL",1,5829,"She moved a tall bunch of shirts into the garage.",77,"Shape Modifier","lot","Measure Phrase"
