ExperimentName	Subject	Session	Block	AffichageMot2.ACC	ContextSent	CorrResp	ExpectedV	FillerType	HasPronoun	IsAnimate	Item	ItemType	LeftWord	Length	List	N1	N1Type	NumPositions	RightWord	Running	Sentence	Slide1.ACC	Slide1.CRESP	Slide1.RESP	Slide1.RT	SubList	Tense	VerbPosition	Word
XP2List2	128	1	85	0	Who is playing the next three songs?	1	Vsg	Simple	0	0	91	filler	is	filler	0	filler	filler	5	are	Part2	Either Fumiko $ or Ed $ scheduled $ to perform $ next.	0	1	3	742	b	present	2	 next.
XP2List2	128	1	86	0	Do we have anything, like blankets to give to charity this December?	3	Vsg	test	1	0	10	test	was	short	2	heap	collections	3	were	Part2	A heap $ in $ the closet.	0	3	1	1152	b	past	1	 the closet.
XP2List2	128	1	87	0	Do they have anything to light these candles with?	1	Vsg	test	1	0	8	test	was	long	2	pack	containers	5	were	Part2	A pack $ of $ matches $ in the $ game room.	0	1	3	594	b	past	3	 game room.
XP2List2	128	1	88	0	Don't you think it's strange to see such animals here?	3	Vpl	Simple	0	0	54	filler	is	filler	0	filler	filler	4	are	Part2	Adult caribou $ seldom $ found $ in Montana. 	1	3	3	791	b	present	1	 in Montana. 
XP2List2	128	1	89	0	Do we have any evidence the vermin poison is working?	3	Vpl	RC	0	0	42	filler	is	filler	0	filler	filler	6	are	Part2	Some mice $ that $ Amanda found $ in the $ shed $ sick.	1	3	3	521	b	present	5	 sick.
XP2List2	128	1	90	0	Why has the supervisor received so many complaints lately?	3	Vpl	Simple	0	0	86	filler	was	filler	0	filler	filler	7	were	Part2	Several workers $ of $ the belief $ that $ their pay $ was $ too low.	1	3	3	884	b	past	1	 too low.
XP2List2	128	1	91	0	Did your relative bequeath you anything after her passing?	1	Vsg	Simple	0	0	62	filler	is	filler	0	filler	filler	8	are	Part2	A tattered $ tablecloth $ all $ that $ Aunt Alice $ left us $ in $ her will.	1	1	1	1167	b	present	2	 her will.
XP2List2	128	1	92	0	Do we have any artwork to sell at the flea market?	1	Vpl	test	1	0	28	test	was	long	2	some	quant	2	were	Part2	Some paintings $ in storage.	0	1	3	867	b	past	1	 in storage.
XP2List2	128	1	93	0	Why couldn't Emma study for chemistry in the library?	3	Vpl	RC	0	0	35	filler	was	filler	0	filler	filler	7	were	Part2	The notes $ that $ she brought $ actually $ for $ a different $ class.	1	3	3	610	b	past	3	 class.
XP2List2	128	1	94	0	What were the kids doing before the rain started?	3	Vpl	MA	0	0	82	filler	was	filler	0	filler	filler	5	were	Part2	The $ fifth graders $ Julian and $ Richard $ playing tag.	1	3	3	781	b	past	4	 playing tag.
XP2List2	128	1	95	0	Why was Parker making the OK sign?	1	Vsg	RC	0	0	51	filler	was	filler	0	filler	filler	8	were	Part2	Some $ rubber cement $ that $ he $ using $ was stuck $ on $ his fingers.	1	1	1	1001	b	past	4	 his fingers.
XP2List2	128	1	96	0	Do we know what was going on backstage?	1	Vsg	MA	0	0	83	filler	was	filler	0	filler	filler	5	were	Part2	The presenter $ Mariko $ busily $ readying her $ slides.	1	1	1	2051	b	past	2	 slides.
XP2List2	128	1	97	0	Do you know what type of firewood we'll have?	1	Vsg	RC	0	0	47	filler	was	filler	0	filler	filler	5	were	Part2	One $ tree $ that $ Katie felled $ a pine.	1	1	1	2784	b	past	4	 a pine.
XP2List2	128	1	98	0	What are the kids doing in the den?	3	Vpl	MA	0	0	74	filler	is	filler	0	filler	filler	5	are	Part2	Sofia and $ Kyle $ folding $ a small $ paper boat.	1	3	3	1048	b	present	2	 paper boat.
XP2List2	128	1	99	0	Hasn't anyone cleaned around here today?	3	Vpl	RC	0	0	38	filler	is	filler	0	filler	filler	5	are	Part2	These $ picture frames $ that $ Yanina bought $ quite dusty.	1	3	3	1078	b	present	4	 quite dusty.
XP2List2	128	1	100	0	Do you have anything, any bags, to carry the groceries home in?	3	Vpl	test	1	0	18	test	was	short	2	number	measure	3	were	Part2	A number $ in $ the pantry.	0	3	1	1765	b	past	1	 the pantry.
XP2List2	130	1	1	0	What did you like best about living in New England?		?	?	?	?	training2	?	was	?	?	?	training	4	were	Entrainement	The leaves $ in the $ fall $ beautiful.	0		3	1906	?	?	3	 beautiful.
XP2List2	130	1	2	0	Where can I find the keys to the cabinets?		?	?	?	?	training1	?	is	?	?	?	training	5	are	Entrainement	The key $ to $ the cabinets $ in $ the drawer.	0		3	976	?	?	3	 the drawer.
XP2List2	130	1	3	0	Why couldn't you park your car inside last night?		?	?	?	?	training4	?	was	?	?	?	training	4	were	Entrainement	Some $ wooden tables $ in $ the garage.	0		3	1538	?	?	2	 the garage.
XP2List2	130	1	4	0	How much natural light does your new office have?		?	?	?	?	training3	?	is	?	?	?	training	4	are	Entrainement	My $ ficus tree $ certainly thriving $ there.	0		1	1537	?	?	2	 there.
XP2List2	130	1	5	0	Does Barbara have anything, any folders, to file these documents in?	3	Vpl	test	0	0	21	test	is	short	2	bunch	measure	3	are	Part1	A bunch $ on $ the shelf.	1	3	3	1873	a	present	1	 the shelf.
XP2List2	130	1	6	0	Who was your favorite customer today at the toystore?	1	Vsg	MA	0	0	77	filler	was	filler	0	filler	filler	7	were	Part1	The new $ grandpa Olaf $ looking for $ a cute $ teddy bear $ for his $ granddaughter.	1	1	1	1809	a	past	2	 granddaughter.
XP2List2	130	1	7	0	Why couldn't Bill and Randy receive text messages?	3	Vpl	Simple	0	0	88	filler	was	filler	0	filler	filler	7	were	Part1	After being $ dropped, $ their $ cell phones $ never $ the same $ again.	1	3	3	910	a	past	4	 again.
XP2List2	130	1	8	0	Was it the dry leaves that Roberto was raking?	3	Vpl	RC	0	0	37	filler	was	filler	0	filler	filler	6	were	Part1	The grass $ clippings $ what $ Roberto $ was raking $ yesterday.	1	3	3	1107	a	past	2	 yesterday.
XP2List2	130	1	9	0	Why did one student get points taken off his essay?	1	Vsg	RC	0	0	44	filler	is	filler	0	filler	filler	6	are	Part1	The author $ that Russell $ cited $ thought $ to be $ a fraud.	1	1	1	1789	a	present	3	 a fraud.
XP2List2	130	1	10	0	How will your wife spend the evening while you're away?	1	Vsg	MA	0	0	69	filler	is	filler	0	filler	filler	4	are	Part1	Martina $ going $ to a $ jazz concert.	1	1	1	1923	a	present	1	 jazz concert.
XP2List2	130	1	11	0	Have you read anything interesting on the NASA website lately?	1	Vsg	Simple	0	0	64	filler	is	filler	0	filler	filler	5	are	Part1	Another $ asteroid $ expected to $ miss Earth $ this week.	1	1	1	1455	a	present	2	 this week.
XP2List2	130	1	12	0	Does Rachel have anything to write a message on?	1	Vpl	test	0	0	19	test	is	long	2	couple	measure	5	are	Part1	A couple $ of $ notepads $ by $ the telephone.	0	1	3	972	a	present	3	 the telephone.
XP2List2	130	1	13	0	What caused the delay at the construction site?	3	Vpl	Simple	0	0	53	filler	was	filler	0	filler	filler	4	were	Part1	Two surveyors $ carefully $ packing up $ their equipment.	1	3	3	1115	a	past	1	 their equipment.
XP2List2	130	1	14	0	Did you notice any patterns in the exam results?	3	Vpl	RC	0	0	41	filler	was	filler	0	filler	filler	5	were	Part1	Many students $ who $ turned in $ the test $ inattentive.	1	3	3	645	a	past	4	 inattentive.
XP2List2	130	1	15	0	What startled the backpackers out of their slumber?	3	Vpl	Simple	0	0	57	filler	was	filler	0	filler	filler	5	were	Part1	Numerous $ coyotes $ heard howling $ in $ the canyon.	1	3	3	703	a	past	2	 the canyon.
XP2List2	130	1	16	0	Do we have any desserts to look forward to at the potluck, like some pies, perhaps?	3	Vpl	test	1	0	25	test	is	short	2	all	quant	3	are	Part1	All $ in $ the refrigerator.	1	3	3	1599	a	present	1	 the refrigerator.
XP2List2	130	1	17	0	Does John have anything left to munch on during the second half?	1	Vpl	test	0	0	27	test	is	long	2	more	quant	4	are	Part1	More chips $ on $ the dining $ room table.	0	1	3	1508	a	present	1	 room table.
XP2List2	130	1	18	0	Why is the meeting with management taking so long?	3	Vpl	Simple	0	0	56	filler	is	filler	0	filler	filler	4	are	Part1	The union $ organizers $ fighting for $ better wages.	1	3	3	565	a	present	2	 better wages.
XP2List2	130	1	19	0	Does Lila have anything to remind her of her travels, like postcards?	3	Vpl	test	0	0	17	test	is	short	2	lot	measure	3	are	Part1	A lot $ in the $ desk drawer.	1	3	3	772	a	present	1	 desk drawer.
XP2List2	130	1	20	0	Does Lisa have any information, maybe some pamphlets, to give renters about the apartment complex?	3	Vpl	test	0	0	29	test	is	short	2	several	quant	3	are	Part1	Several $ in the $ front office.	1	3	3	785	a	present	1	 front office.
XP2List2	130	1	21	0	What is causing all this uproar at the sweet sixteen party?	1	Vsg	MA	0	0	65	filler	is	filler	0	filler	filler	5	are	Part1	The $ birthday girl $ Andrea $ receiving an $ expensive gift.	1	1	1	848	a	present	3	 expensive gift.
XP2List2	130	1	22	0	Do you have a reason for switching to the new typesetting program?	1	Vsg	Simple	0	0	61	filler	was	filler	0	filler	filler	4	were	Part1	This $ word processor $ known to $ crash often.	0	1	3	1648	a	past	2	 crash often.
XP2List2	130	1	23	0	Do we know why we couldn't go back to library?	1	Vsg	RC	0	0	45	filler	was	filler	0	filler	filler	4	were	Part1	One DVD $ that $ Kayleigh borrowed $ past due.	1	1	1	1454	a	past	3	 past due.
XP2List2	130	1	24	0	Does Nathan have anything to catch the dripping water from the leaky roof in?	1	Vpl	test	0	0	31	test	is	long	2	both	quant	3	are	Part1	Both pans $ on $ the range.	0	1	3	857	a	present	1	 the range.
XP2List2	130	1	25	0	Who is planning a celebration for whom?	1	Vsg	MA	0	0	73	filler	is	filler	0	filler	filler	8	are	Part1	The $ house guest $ Roberta $ planning $ a birthday $ party $ for $ her host.	1	1	1	562	a	present	3	 her host.
XP2List2	130	1	26	0	Do they have any food for the guests to eat?	1	Vsg	test	1	0	11	test	is	long	2	stack	collections	5	are	Part1	A stack $ of $ sandwiches $ on the $ serving platter.	0	1	3	454	a	present	3	 serving platter.
XP2List2	130	1	27	0	Why do you think the meat shop was so clean all the time?	1	Vsg	Simple	0	0	85	filler	was	filler	0	filler	filler	5	were	Part1	The butcher $ fanatical about $ keeping flies $ off $ the meat.	1	1	1	1156	a	past	1	 the meat.
XP2List2	130	1	28	0	Why can't we finish the installation today?	1	Vsg	Simple	0	0	93	filler	is	filler	0	filler	filler	3	are	Part1	This cable $ two meters $ too short.	1	1	1	980	a	present	1	 too short.
XP2List2	130	1	29	0	Why has the laptop been running since yesterday?	3	Vpl	RC	0	0	40	filler	is	filler	0	filler	filler	5	are	Part1	The computer $ simulations $ that ran $ all night $ complex.	0	3	1	764	a	present	4	 complex.
XP2List2	130	1	30	0	How has working in the warehouse changed Lucius?	3	Vpl	Simple	0	0	96	filler	is	filler	0	filler	filler	6	are	Part1	Dark $ storage boxes $ all $ he $ dreams about $ anymore.	1	3	3	1139	a	present	2	 anymore.
XP2List2	130	1	31	0	Do you have anything to mend the tear in my shirt, like needles, for example?	3	Vsg	test	1	0	5	test	is	short	2	matchbox	containers	3	are	Part1	A matchbox $ by the $ sewing machine.	0	3	1	699	a	present	1	 sewing machine.
XP2List2	130	1	32	0	What was the state of preparations when you left?	3	Vpl	MA	0	0	84	filler	was	filler	0	filler	filler	6	were	Part1	The masons $ Steve $ and Melinda $ stacking bricks $ at the $ construction site.	1	3	3	1776	a	past	3	 construction site.
XP2List2	130	1	33	0	Do you have anything to juggle around here, like balls?	3	Vsg	test	1	0	1	test	is	short	2	tube	containers	3	are	Part1	A tube $ by the $ tennis racket.	0	3	1	826	a	present	1	 tennis racket.
XP2List2	130	1	34	0	How do you ensure the children are safe?	3	Vpl	Simple	0	0	92	filler	is	filler	0	filler	filler	5	are	Part1	Electrical sockets $ always $ covered $ in the $ playroom.	0	3	1	1855	a	present	1	 playroom.
XP2List2	130	1	35	0	How did you find out the couple were expecting a baby?	3	Vpl	MA	0	0	80	filler	was	filler	0	filler	filler	5	were	Part1	Sven and $ Paula $ picking out $ a jogging $ stroller.	1	3	3	865	a	past	2	 stroller.
XP2List2	130	1	36	0	Who had been assigned to catch the murders?	3	Vpl	RC	0	0	33	filler	was	filler	0	filler	filler	6	were	Part1	The detectives $ who $ had done $ many investigations $ on $ the case.	1	3	3	849	a	past	4	 the case.
XP2List2	130	1	37	0	Do you have anything to help with my fever?	1	Vsg	test	1	0	3	test	is	long	2	bottle	containers	5	are	Part1	A bottle $ of $ pills $ by $ the tissues.	0	1	3	562	a	present	3	 the tissues.
XP2List2	130	1	38	0	Where are the vicious rodents now?	3	Vpl	RC	0	0	36	filler	is	filler	0	filler	filler	6	are	Part1	Two $ squirrels $ that attacked $ a chipmunk $ in $ the oak.	1	3	3	555	a	present	4	 the oak.
XP2List2	130	1	39	0	Was the winter accessory you borrowed comfortable?	1	Vsg	RC	0	0	49	filler	was	filler	0	filler	filler	5	were	Part1	The scarf $ that $ Laura knitted $ warm $ but itchy.	1	1	1	1120	a	past	3	 but itchy.
XP2List2	130	1	40	0	Does Uncle Roger have any valuables, like coins, in his home to insure?	3	Vsg	test	0	0	13	test	is	short	2	collection	collections	3	are	Part1	A collection $ on the $ closet shelf.	1	3	3	1389	a	present	1	 closet shelf.
XP2List2	130	1	41	0	Does she have any extra hockey equipment or pucks to bring to practice?	3	Vsg	test	1	0	9	test	is	short	2	pile	collections	3	are	Part1	A pile $ beside the $ hockey mask.	0	3	1	1419	a	present	1	 hockey mask.
XP2List2	130	1	42	0	Do you have any candy to tide me over until dinner?	1	Vsg	test	1	0	7	test	is	long	2	dish	containers	5	are	Part1	A dish $ of $ gumdrops $ on the $ end table.	0	1	3	641	a	present	3	 end table.
XP2List2	130	1	43	0	Do they have anything to serve the coffee in?	1	Vpl	test	1	0	23	test	is	long	2	variety	measure	5	are	Part1	A variety $ of $ mugs $ in $ the dishwasher.	0	1	3	945	a	present	3	 the dishwasher.
XP2List2	130	1	44	0	Has the lost heirloom been found yet?	1	Vsg	RC	0	0	48	filler	is	filler	0	filler	filler	5	are	Part1	The watch $ that $ Liz inherited $ still $ missing today.	1	1	1	810	a	present	3	 missing today.
XP2List2	130	1	45	0	How has Susanne spent the last few months?	1	Vsg	MA	0	0	81	filler	was	filler	0	filler	filler	4	were	Part1	The documentarian $ shooting $ a long, $ boring film.	1	1	1	1323	a	past	1	 boring film.
XP2List2	130	1	46	0	What will we put in the salad?	1	Vsg	Simple	0	0	60	filler	is	filler	0	filler	filler	4	are	Part1	Half $ of $ the lettuce $ already wilted.	1	1	1	1792	a	present	3	 already wilted.
XP2List2	130	1	47	0	What made everyone on Sesame Street so sad?	1	Vsg	Simple	0	0	89	filler	was	filler	0	filler	filler	7	were	Part1	Neither $ Bert nor $ Ernie $ able $ to find $ the rubber $ ducky.	0	1	3	828	a	past	3	 ducky.
XP2List2	130	1	48	0	What were the academics doing in the cafe?	3	Vpl	MA	0	0	76	filler	was	filler	0	filler	filler	6	were	Part1	The professors $ Henry $ and Hilary $ reading $ a philosophical $ tome.	1	3	3	785	a	past	3	 tome.
XP2List2	130	1	49	0	What are the former members of the jazz group up to now?	3	Vpl	MA	0	0	68	filler	is	filler	0	filler	filler	5	are	Part1	The pianists $ Alexander $ and Ginnie $ learning $ classical sonatas.	1	3	3	704	a	present	3	 classical sonatas.
XP2List2	130	1	50	0	What made Yi so upset?	1	Vsg	RC	0	0	52	filler	is	filler	0	filler	filler	7	are	Part1	The upholstery $ that $ she $ just cleaned $ now covered $ in $ her milkshake.	1	1	1	1473	a	present	4	 her milkshake.
XP2List2	130	1	51	0	How did Michaela and Frank not see the racoon in their backyard?	3	Vpl	MA	0	0	72	filler	is	filler	0	filler	filler	6	are	Part1	They $ watching $ a small $ squirrel $ in $ a tree.	1	3	3	1861	a	present	1	 a tree.
XP2List2	130	1	52	0	Do we have anyone to give a written testimony on the car accident?	1	Vsg	test	1	1	15	test	is	long	2	crowd	collections	5	are	Part1	A crowd $ of $ onlookers $ across $ the street.	0	1	3	765	a	present	3	 the street.
XP2List2	130	1	53	0	Why has the supervisor received so many complaints lately?	3	Vpl	Simple	0	0	86	filler	was	filler	0	filler	filler	7	were	Part2	Several workers $ of $ the belief $ that $ their pay $ was $ too low.	1	3	3	842	b	past	1	 too low.
XP2List2	130	1	54	0	Do they have anything, like magazines, to read while we wait?	3	Vpl	test	1	0	22	test	was	short	2	smattering	measure	3	were	Part2	A smattering $ in $ the basement.	0	3	1	1770	b	past	1	 the basement.
XP2List2	130	1	55	0	How are the adventurous newly-weds spending their honeymoon?	3	Vpl	MA	0	0	66	filler	is	filler	0	filler	filler	5	are	Part2	Julia and $ George $ exploring $ a remote $ valley.	1	3	3	692	b	present	2	 valley.
XP2List2	130	1	56	0	Where was the interior designer when you talked to her on the phone?	1	Vsg	MA	0	0	79	filler	was	filler	0	filler	filler	4	were	Part2	Manuela $ furnishing $ a fancy $ apartment.	1	1	1	613	b	past	1	 apartment.
XP2List2	130	1	57	0	Do you know what that fancy couple you know is doing tonight?	3	Vpl	MA	0	0	70	filler	is	filler	0	filler	filler	7	are	Part2	The epicures $ Gary and $ Victoria $ sharing $ a fine $ wine $ with friends.	1	3	3	379	b	present	3	 with friends.
XP2List2	130	1	58	0	What made the Stevens cry at the airport?	1	Vsg	Simple	0	0	63	filler	was	filler	0	filler	filler	4	were	Part2	Their daughter $ entering $ the $ Peace Corps.	1	1	1	958	b	past	1	 Peace Corps.
XP2List2	130	1	59	0	Hasn't anyone cleaned around here today?	3	Vpl	RC	0	0	38	filler	is	filler	0	filler	filler	5	are	Part2	These $ picture frames $ that $ Yanina bought $ quite dusty.	1	3	3	666	b	present	4	 quite dusty.
XP2List2	130	1	60	0	Are the yipping dogs already fully grown? 	3	Vpl	RC	0	0	34	filler	is	filler	0	filler	filler	5	are	Part2	Those $ schnauzers $ that chased $ Nicholas $ still puppies.	1	3	3	755	b	present	4	 still puppies.
XP2List2	130	1	61	0	What surprised you at the parent-teacher conferences?	1	Vsg	Simple	0	0	87	filler	was	filler	0	filler	filler	7	were	Part2	Not $ a single $ parent $ upset $ by $ the new $ school dresscode.	1	1	1	983	b	past	3	 school dresscode.
XP2List2	130	1	62	0	Do you know what type of firewood we'll have?	1	Vsg	RC	0	0	47	filler	was	filler	0	filler	filler	5	were	Part2	One $ tree $ that $ Katie felled $ a pine.	1	1	1	905	b	past	4	 a pine.
XP2List2	130	1	63	0	Don't you think it's strange to see such animals here?	3	Vpl	Simple	0	0	54	filler	is	filler	0	filler	filler	4	are	Part2	Adult caribou $ seldom $ found $ in Montana. 	0	3	1	852	b	present	1	 in Montana. 
XP2List2	130	1	64	0	Did your relative bequeath you anything after her passing?	1	Vsg	Simple	0	0	62	filler	is	filler	0	filler	filler	8	are	Part2	A tattered $ tablecloth $ all $ that $ Aunt Alice $ left us $ in $ her will.	1	1	1	591	b	present	2	 her will.
XP2List2	130	1	65	0	What caught the biologists' attention?	1	Vsg	Simple	0	0	59	filler	was	filler	0	filler	filler	5	were	Part2	Some green $ lichen $ growing $ on $ the stump.	1	1	1	1035	b	past	2	 the stump.
XP2List2	130	1	66	0	Do they have anything to light these candles with?	1	Vsg	test	1	0	8	test	was	long	2	pack	containers	5	were	Part2	A pack $ of $ matches $ in the $ game room.	0	1	3	1615	b	past	3	 game room.
XP2List2	130	1	67	0	Do you have any livestock to show the second graders on their visit to the farm?	1	Vsg	test	1	1	12	test	was	long	2	group	collections	5	were	Part2	A group $ of $ llamas $ across $ the pasture.	0	1	3	1910	b	past	3	 the pasture.
XP2List2	130	1	68	0	Does Grandpa have any childhood mementos to show us?	1	Vsg	test	0	0	4	test	was	long	2	shoebox	containers	5	were	Part2	A shoebox $ of $ pictures $ in $ the attic.	0	1	3	1100	b	past	3	 the attic.
XP2List2	130	1	69	0	What does the forecast look like?	3	Vpl	Simple	0	0	94	filler	is	filler	0	filler	filler	5	are	Part2	Two $ inches of $ snow $ predicted $ for tonight.	1	3	3	743	b	present	3	 for tonight.
XP2List2	130	1	70	0	Does Maria have any plants or flowers around the house to water?	3	Vsg	test	0	0	2	test	was	short	2	pot	containers	3	were	Part2	A pot $ on the $ back porch.	0	3	1	1063	b	past	1	 back porch.
XP2List2	130	1	71	0	What were the kids doing before the rain started?	3	Vpl	MA	0	0	82	filler	was	filler	0	filler	filler	5	were	Part2	The $ fifth graders $ Julian and $ Richard $ playing tag.	1	3	3	476	b	past	4	 playing tag.
XP2List2	130	1	72	0	Does Cecilia have any documentaries or DVDs to watch this evening?	3	Vsg	test	0	0	14	test	was	short	2	set	collections	3	were	Part2	A set $ by $ the television.	1	3	3	1580	b	past	1	 the television.
XP2List2	130	1	73	0	What was going on outside the rural train station?	3	Vpl	Simple	0	0	55	filler	was	filler	0	filler	filler	6	were	Part2	The $ taxi drivers $ waiting $ impatiently $ for new $ customers.	1	3	3	850	b	past	2	 customers.
XP2List2	130	1	74	0	Do we have any evidence the vermin poison is working?	3	Vpl	RC	0	0	42	filler	is	filler	0	filler	filler	6	are	Part2	Some mice $ that $ Amanda found $ in the $ shed $ sick.	1	3	3	712	b	present	5	 sick.
XP2List2	130	1	75	0	Where was the guard dog last seen?	1	Vsg	RC	0	0	43	filler	was	filler	0	filler	filler	8	were	Part2	A Doberman $ that $ Marge saw $ in the $ park $ later $ sitting outside $ a bank.	1	1	1	2596	b	past	5	 a bank.
XP2List2	130	1	76	0	Why is Tanya typing so furiously at her computer?	1	Vsg	MA	0	0	71	filler	is	filler	0	filler	filler	4	are	Part2	She $ creating $ a new $ computer game.	1	1	1	708	b	present	1	 computer game.
XP2List2	130	1	77	0	Why was Parker making the OK sign?	1	Vsg	RC	0	0	51	filler	was	filler	0	filler	filler	8	were	Part2	Some $ rubber cement $ that $ he $ using $ was stuck $ on $ his fingers.	1	1	1	1648	b	past	4	 his fingers.
XP2List2	130	1	78	0	Do you have anything, any bags, to carry the groceries home in?	3	Vpl	test	1	0	18	test	was	short	2	number	measure	3	were	Part2	A number $ in $ the pantry.	1	3	3	1057	b	past	1	 the pantry.
XP2List2	130	1	79	0	What made you change your mind about buying the 4x4?	3	Vpl	Simple	0	0	58	filler	is	filler	0	filler	filler	5	are	Part2	Pick-up $ trucks $ not known $ for fuel $ efficiency.	1	3	3	774	b	present	2	 efficiency.
XP2List2	130	1	80	0	How hard will it be to get my car running again?	1	Vsg	Simple	0	0	95	filler	is	filler	0	filler	filler	5	are	Part2	Any trained $ professional $ able $ to repair $ that damage.	1	1	1	884	b	present	2	 that damage.
XP2List2	130	1	81	0	Do we have anything, like blankets to give to charity this December?	3	Vsg	test	1	0	10	test	was	short	2	heap	collections	3	were	Part2	A heap $ in $ the closet.	0	3	1	1173	b	past	1	 the closet.
XP2List2	130	1	82	0	Do the Carlisles have any dinnerware or dishes to bring to the picnic?	3	Vsg	test	0	0	6	test	was	short	2	tub	containers	3	were	Part2	A tub $ by $ the dishwasher.	0	3	1	751	b	past	1	 the dishwasher.
XP2List2	130	1	83	0	Where is the other cookie that was dropped?	1	Vsg	RC	0	0	46	filler	is	filler	0	filler	filler	6	are	Part2	The cookie $ that $ Oliver dropped $ under $ the $ coffee table.	1	1	1	632	b	present	3	 coffee table.
XP2List2	130	1	84	0	Do we know what was going on backstage?	1	Vsg	MA	0	0	83	filler	was	filler	0	filler	filler	5	were	Part2	The presenter $ Mariko $ busily $ readying her $ slides.	1	1	1	554	b	past	2	 slides.
XP2List2	130	1	85	0	Why is the rest of the team jealous?	1	Vsg	MA	0	0	67	filler	is	filler	0	filler	filler	4	are	Part2	Caroline $ training $ with a $ new coach.	1	1	1	610	b	present	1	 new coach.
XP2List2	130	1	86	0	Do we have any recipes for coffee cake?	1	Vpl	test	1	0	20	test	was	long	2	handful	measure	5	were	Part2	A handful $ of $ cookbooks $ in the $ kitchen cabinet.	0	1	3	940	b	past	3	 kitchen cabinet.
XP2List2	130	1	87	0	Does Trevor have have any sports equipment around here?	1	Vpl	test	0	0	32	test	was	long	2	five	quant	3	were	Part2	Five baseballs $ in $ the bag.	0	1	3	787	b	past	1	 the bag.
XP2List2	130	1	88	0	What is the fertilizer doing there in the garden?	1	Vsg	MA	0	0	75	filler	was	filler	0	filler	filler	6	were	Part2	The gardener $ Ted $ planting $ a rosebush $ by $ the begonias.	1	1	1	1032	b	past	2	 the begonias.
XP2List2	130	1	89	0	Why couldn't Emma study for chemistry in the library?	3	Vpl	RC	0	0	35	filler	was	filler	0	filler	filler	7	were	Part2	The notes $ that $ she brought $ actually $ for $ a different $ class.	1	3	3	814	b	past	3	 class.
XP2List2	130	1	90	0	How did Dianne and Liz end up getting coffee together?	3	Vpl	Simple	0	0	90	filler	was	filler	0	filler	filler	4	were	Part2	They $ realized their $ appointments $ cancelled.	1	3	3	700	b	past	3	 cancelled.
XP2List2	130	1	91	0	Who is playing the next three songs?	1	Vsg	Simple	0	0	91	filler	is	filler	0	filler	filler	5	are	Part2	Either Fumiko $ or Ed $ scheduled $ to perform $ next.	0	1	3	710	b	present	2	 next.
XP2List2	130	1	92	0	What were the agile beasts seeking?	3	Vpl	RC	0	0	39	filler	was	filler	0	filler	filler	7	were	Part2	The $ mountain goats $ that $ scaled $ the cliff $ searching $ for food.	0	3	1	1087	b	past	5	 for food.
XP2List2	130	1	93	0	What are the kids doing in the den?	3	Vpl	MA	0	0	74	filler	is	filler	0	filler	filler	5	are	Part2	Sofia and $ Kyle $ folding $ a small $ paper boat.	1	3	3	660	b	present	2	 paper boat.
XP2List2	130	1	94	0	Do we have any artwork to sell at the flea market?	1	Vpl	test	1	0	28	test	was	long	2	some	quant	2	were	Part2	Some paintings $ in storage.	1	1	1	915	b	past	1	 in storage.
XP2List2	130	1	95	0	Do we have anyone to give this extra ice cream to?	1	Vsg	test	1	1	16	test	was	long	2	troop	collections	5	were	Part2	A troop $ of $ preschoolers $ at $ the park.	0	1	3	854	b	past	3	 the park.
XP2List2	130	1	96	0	Do we have anywhere more private to talk, with not so many people?	3	Vpl	test	1	1	30	test	was	short	2	fewer	quant	3	were	Part2	Fewer $ in $ the courtyard.	1	3	3	1493	b	past	1	 the courtyard.
XP2List2	130	1	97	0	What were the girls doing when the news arrived?	3	Vpl	MA	0	0	78	filler	was	filler	0	filler	filler	5	were	Part2	Nicole and $ Montana $ playing with $ a new $ dollhouse.	1	3	3	677	b	past	2	 dollhouse.
XP2List2	130	1	98	0	Do you forsee any problems for today's pottery class?	1	Vsg	RC	0	0	50	filler	is	filler	0	filler	filler	7	are	Part2	A pot $ that $ Rachel $ about to $ glaze $ is $ already cracked.	1	1	1	1024	b	present	3	 already cracked.
XP2List2	130	1	99	0	Do you have anything to match this shirt and jacket?	1	Vpl	test	1	0	24	test	was	long	2	ton	measure	5	were	Part2	A ton $ of $ ties $ on the $ far table.	0	1	3	1070	b	past	3	 far table.
XP2List2	130	1	100	0	Do they have any old timepieces, clocks for example, in this store to sell at auction?	3	Vpl	test	1	0	26	test	was	short	2	many	quant	3	were	Part2	Many $ in the $ antiques department.	1	3	3	934	b	past	1	 antiques department.
XP2List1	131	1	1	0	Where can I find the keys to the cabinets?		?	?	?	?	training1	?	is	?	?	?	training	5	are	Entrainement	The key $ to $ the cabinets $ in $ the drawer.	0		3	1560	?	?	3	 the drawer.
XP2List1	131	1	2	0	Why couldn't you park your car inside last night?		?	?	?	?	training4	?	was	?	?	?	training	4	were	Entrainement	Some $ wooden table $ in $ the garage.	0		1	1866	?	?	2	 the garage.
XP2List1	131	1	3	0	How much natural light does your new office have?		?	?	?	?	training3	?	is	?	?	?	training	4	are	Entrainement	My $ ficus tree $ thriving $ there.	0		1	1309	?	?	2	 there.
XP2List1	131	1	4	0	What did you like best about living in New England?		?	?	?	?	training2	?	was	?	?	?	training	4	were	Entrainement	The leaves $ in the $ fall $ beautiful.	0		3	1248	?	?	3	 beautiful.
